address,area,direction,furniture,numBath,numBed,numFloor,price,property_back,property_road,type,type_detail,url
"Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",32.0,,,3,3,5,2.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88611063.htm
"Đường Văn Tiến Dũng, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",30.0,,,4,4,,2.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88418978.htm
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",29.0,,Nội thất đầy đủ,4,3,6,2.35,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88611098.htm
"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",34.0,Đông,Hoàn thiện cơ bản,3,3,3,3.1,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/87372319.htm
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",35.0,,,,3,3,5.4,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88611344.htm
"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",46.0,,Nội thất cao cấp,6,5,5,3.0,Nở hậu,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88611465.htm
"Đường Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",52.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,8,6,7.3,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88611517.htm
"Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",55.0,,Nội thất đầy đủ,4,4,5,6.4,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88611531.htm
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",55.0,,,4,4,5,6.2,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88611551.htm
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",43.0,,,3,3,4,3.65,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88611594.htm
"Đường Hà Trì 3, Phường Hà Cầu, Quận Hà Đông, Hà Nội",33.0,Tây,,3,4,,2.55,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/86917634.htm
"Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",42.0,,,3,3,,3.05,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/88611697.htm
"Đường Yên Lãng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",51.0,,,5,7,,4.75,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88611720.htm
"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",32.0,,,5,4,,2.45,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88611833.htm
"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",52.0,,Nội thất đầy đủ,4,4,4,5.5,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88611895.htm
"Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",50.0,,,,4,5,5.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88611919.htm
"Đường An Dương Vương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",32.0,,Nội thất đầy đủ,3,4,4,2.6,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88611991.htm
"24, Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",48.0,,Nội thất cao cấp,4,5,5,3.8,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88612042.htm
"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",26.0,,,4,3,5,2.55,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88612044.htm
"Đường Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",80.0,,,4,4,,8.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88612069.htm
"Đường Láng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",44.0,,,5,4,,5.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88550834.htm
"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40.0,,,4,5,,3.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88612303.htm
"KĐT Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",40.0,,,3,3,5,2.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88612333.htm
"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",44.0,,,Nhiều hơn 6 phòng,6,,6.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88262698.htm
"150, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",66.0,,,6,9,,6.3,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88553530.htm
"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",31.0,,,4,3,,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88163632.htm
"Đường Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",65.0,Đông Bắc,,2,3,,3.15,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88142398.htm
,40.0,,,,3,,4.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88584436.htm
"Đường Nguyễn Văn Cừ, Phường Long Biên, Quận Long Biên, Hà Nội",45.0,,,4,4,6,4.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88388088.htm
"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",31.0,Đông Nam,Hoàn thiện cơ bản,4,3,5,2.35,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88316177.htm
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",26.0,,Nội thất cao cấp,3,3,4,3.4,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88361503.htm
"Đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",36.0,,Nội thất cao cấp,4,3,5,3.05,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88512307.htm
"Đường Kim Hoa, Phường Kim Liên, Quận Đống Đa, Hà Nội",60.0,,,4,5,,5.4,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88587224.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",50.0,,,5,5,,3.9,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88613807.htm
"Đường Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội",23.0,,Nội thất đầy đủ,4,3,4,2.1,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88613778.htm
"1888, Đường Trần Đăng Ninh, Phường Phú La, Quận Hà Đông, Hà Nội",50.0,,Nội thất cao cấp,4,4,5,7.199,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88613978.htm
"Đường Xốm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",56.0,,,2,2,,1.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88614040.htm
"Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",60.0,,,,4,,4.65,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88614021.htm
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",42.0,,Nội thất cao cấp,5,5,5,4.8,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88614134.htm
"Phố Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",33.0,,Nội thất đầy đủ,2,2,3,4.3,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88614562.htm
"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",32.0,,,3,2,5,3.0,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88616513.htm
"Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",80.0,,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,8,15.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88616591.htm
"Đường Ngũ Nhạc, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",30.0,,Nội thất cao cấp,,3,,2.55,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88616753.htm
"201, Đường Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",50.0,,,,1,,19.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoan-kiem/mua-ban-nha-dat/88616916.htm
"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",31.0,Nam,Nội thất đầy đủ,3,4,5,2.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88609592.htm
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",50.0,,,6,6,,11.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/87540204.htm
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",30.0,Đông Nam,Hoàn thiện cơ bản,3,3,4,1.98,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88217118.htm
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",30.0,,,,7,5,3.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88340592.htm
"ĐƯỜNG PHÙNG HƯNG HÀ ĐÔNG, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",45.0,,,,4,,4.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88609639.htm
"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",45.0,,Nội thất cao cấp,4,3,,3.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88609725.htm
"Trúc Sơn, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",34.0,Đông Nam,Nội thất đầy đủ,3,3,,1.28,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-chuong-my/mua-ban-nha-dat/88609684.htm
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",68.0,,,3,4,4,7.3,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88609974.htm
"Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",28.0,,,3,3,,2.5,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88609653.htm
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",45.0,,,,4,,5.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88528063.htm
"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",35.0,,,Nhiều hơn 6 phòng,7,,2.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88610137.htm
"Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",22.0,,,4,3,5,3.1,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88610113.htm
"Đường Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",42.0,,,,4,,3.3,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88609769.htm
"Đường Ngũ Xã, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",75.0,,,6,6,,19.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88609892.htm
"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",95.0,,Nội thất đầy đủ,3,4,4,18.0,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88609743.htm
"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",58.0,Đông Bắc,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,4,4.1,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-nha-dat/88435479.htm
"Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",40.0,,Hoàn thiện cơ bản,1,1,5,3.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88610194.htm
"ninh môn, Xã Hiền Ninh, Huyện Sóc Sơn, Hà Nội",1000.0,Nam,,2,2,,5.0,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/huyen-soc-son/mua-ban-nha-dat/88609335.htm
"đường định công thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",40.0,,,4,3,5,3.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88609306.htm
"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",50.0,,Bàn giao thô,Nhiều hơn 6 phòng,7,5,8.6,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88608179.htm
"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",25.0,,,3,3,,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88608184.htm
"Đường Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",60.0,,,3,3,,3.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88608305.htm
"Đường Đại Từ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",54.0,,,5,6,,3.75,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88503169.htm
"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",32.0,,,3,4,4,2.75,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88608348.htm
"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",50.0,,Nội thất đầy đủ,6,6,5,5.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88608594.htm
"Lĩnh nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",38.0,,,,3,5,2.68,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88608597.htm
"33, ngõ thổ quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",50.0,,,4,3,,5.65,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88608576.htm
"Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",42.0,,Nội thất đầy đủ,4,4,5,5.4,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88608661.htm
"139 HOA LÂM, Phường Việt Hưng, Quận Long Biên, Hà Nội",49.0,,,5,4,,3.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88608718.htm
"Phố Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội",38.0,,Nội thất đầy đủ,1,1,1,7.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88608847.htm
"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",37.0,,,2,2,3,5.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88537468.htm
"Đường Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội",24.0,,Nội thất cao cấp,4,3,5,3.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88608971.htm
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",25.0,,,3,3,4,2.2,,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88609069.htm
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",40.0,,,,4,,2.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88609077.htm
"233, Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",60.0,Nam,Nội thất đầy đủ,3,4,4,6.5,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88537853.htm
"Đường Phú Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",31.0,,,,3,,1.75,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88609103.htm
"Đường Hồ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",25.0,,,2,2,3,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88609082.htm
"450, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",52.0,Đông Nam,Nội thất cao cấp,4,4,4,5.55,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88609147.htm
"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",65.0,,Nội thất cao cấp,,8,,6.3,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88609363.htm
"16A, Đường Lý Nam Đế, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",6.0,,,1,2,,0.9500000000000001,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoan-kiem/mua-ban-nha-dat/88323716.htm
"vạn phúc, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45.0,,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,7,6.6,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88609382.htm
"ngọc khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",40.0,,,Nhiều hơn 6 phòng,8,7,7.0,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88609390.htm
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",52.0,,Nội thất cao cấp,6,4,6,17.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88350791.htm
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",29.0,,Nội thất đầy đủ,2,2,,2.6,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88526065.htm
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",61.0,,Nội thất cao cấp,3,4,5,7.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88208235.htm
"Đường Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",56.0,Tây,Nội thất cao cấp,Nhiều hơn 6 phòng,8,7,10.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88609417.htm
"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",89.0,,,4,4,,10.8,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88005912.htm
"Đường Hàng Cháo, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",35.0,Tây Bắc,Nội thất cao cấp,4,4,6,5.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88609474.htm
"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",45.0,,,4,4,,7.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88609494.htm
"Đường Lê Quang Đạo, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",42.0,,Nội thất đầy đủ,4,6,,3.9,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88609497.htm
"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",32.0,Tây Bắc,Nội thất đầy đủ,4,4,4,2.18,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/87359155.htm
"Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",44.0,,,4,3,,3.6,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88333511.htm
"Đường Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",45.0,,Nội thất cao cấp,6,9,,6.35,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88609546.htm
"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",42.0,,Nội thất đầy đủ,5,5,6,2.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88609576.htm
"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",38.0,Đông Bắc,Hoàn thiện cơ bản,3,4,5,3.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88609584.htm
"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",35.0,,,,4,,3.1,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88392633.htm
"Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",50.0,,Nội thất đầy đủ,3,4,4,7.3,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/87636705.htm
"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",150.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,6,6,28.5,,,Nhà ở,Nhà biệt thự,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88554624.htm
"Mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",33.0,,Hoàn thiện cơ bản,4,4,,2.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88610353.htm
"Tô Hiệu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",48.0,,,5,6,,8.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88372185.htm
