address,area,direction,furniture,numBath,numBed,numFloor,price,type,type_detail,url
"hoàng li?t, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",68,,,2,2,1,1.15,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88586323.htm
"S? 8 ???ng Lê ??c Th?, Ph??ng M? ?ình 2, qu?n Nam T? Liêm, Ha? Nô?i, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",104,,,2,3,1,5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88586882.htm
"Sakura 2, ???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",28.2,,N?i th?t cao c?p,1,1,1,1.039,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88586888.htm
"???ng L?c Long Quân, Ph??ng Ngh?a ?ô, Qu?n C?u Gi?y, Hà N?i",50,,,,2,1,1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88136773.htm
"???ng Tr?n H?u D?c, Ph??ng C?u Di?n, Qu?n Nam T? Liêm, Hà N?i",105,,N?i th?t ??y ??,2,3,1,4.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88590057.htm
"???ng Tô Hi?u, Ph??ng Hà C?u, Hà ?ông, Ha? Nô?i, Ph??ng Hà C?u, Qu?n Hà ?ông, Hà N?i",84,,N?i th?t ??y ??,2,3,1,2.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88590391.htm
"21, 21 ???ng Lê ??c Th?, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",120,,,2,3,1,3.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88590486.htm
"21, 21 ???ng Lê ??c Th?, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",110,,,2,3,1,3.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88183582.htm
"???ng Lê ??c Th?, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",153,,Hoàn thi?n c? b?n,2,3,1,3.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88566378.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",43,?ông Nam,,1,1,1,1.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88558591.htm
"???ng ??n L?, Ph??ng Hoàng V?n Th?, Qu?n Hoàng Mai, Hà N?i",85,,N?i th?t cao c?p,2,3,1,2.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88558640.htm
"???ng Qu?c L? 5, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",80,,,2,3,1,2.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/88558867.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",42.9,?ông B?c,Bàn giao thô,1,1,1,1.486,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88558881.htm
"T? 17, Ph??ng Yên Ngh?a, Qu?n Hà ?ông, Hà N?i",114,Tây Nam,N?i th?t ??y ??,2,3,1,1.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88559553.htm
"Nguy?n Th? Th?p, Ph??ng Trung Hoà, Qu?n C?u Gi?y, Hà N?i",134,,,2,2,1,5.9136,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88559597.htm
"Lò ?úc, Ph??ng ??ng Nhân, Qu?n Hai Bà Tr?ng, Hà N?i",40,,,2,2,1,0.485,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88535559.htm
"l3, ???ng Hu?nh V?n Ngh?, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",63.1,Tây,,2,2,1,0.002,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88561214.htm
"03, ???ng Hu?nh V?n Ngh?, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",63,Tây,,2,2,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88562266.htm
"???ng Ngô Gia T?, Ph??ng ??c Giang, Qu?n Long Biên, Hà N?i",77,?ông B?c,N?i th?t ??y ??,1,2,1,1.18,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88562726.htm
"???ng Tr?n H?u D?c, Ph??ng C?u Di?n, Qu?n Nam T? Liêm, Hà N?i",138,,,3,3,1,4.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88290780.htm
"???ng Hu?nh V?n Ngh?, Ph??ng Sài ??ng, Long Biên, Ha? Nô?i, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",75,B?c,Hoàn thi?n c? b?n,2,2,1,2.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88564287.htm
"???ng Ch? Khâm Thiên, Ph??ng Ph??ng Liên, Qu?n ??ng ?a, Hà N?i",30,,,1,1,1,0.59,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/88564095.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",71,,,2,2,1,2.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88564487.htm
"1415, ???ng Lê ??c Th?, Ph??ng Mai D?ch, Qu?n C?u Gi?y, Hà N?i",70,B?c,N?i th?t ??y ??,2,2,1,1.95,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88544865.htm
"???ng Nguy?n Xi?n, Ph??ng ??i Kim, Qu?n Hoàng Mai, Hà N?i",65,,N?i th?t cao c?p,2,2,1,1.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88545039.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",55,,N?i th?t ??y ??,2,3,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88545816.htm
"???ng Cây Keo, Ph??ng Xuân ??nh, Qu?n B?c T? Liêm, Hà N?i",12842,,,2,4,1,0.00445,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/88523505.htm
"???ng Ph? Hu?, Ph??ng Ph? Hu?, Qu?n Hai Bà Tr?ng, Hà N?i",80,,,1,3,1,4.1,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88524160.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",60,?ông,,2,2,1,1.94,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88524189.htm
"???ng Nguy?n Xi?n, Xã Tân Tri?u, Huy?n Thanh Trì, Hà N?i",93.7,,N?i th?t cao c?p,2,3,1,3.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/88525499.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",42.8,Tây B?c,N?i th?t cao c?p,1,1,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88427105.htm
"???ng Tr?n Phú, Ph??ng M? Lao, Qu?n Hà ?ông, Hà N?i",32,B?c,N?i th?t ??y ??,1,1,1,0.84,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88526735.htm
???ng Lê V?n L??ng,81,Tây B?c,Hoàn thi?n c? b?n,2,2,1,1.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88527223.htm
"???ng 50, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",70,,,2,2,1,0.93,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88502604.htm
"Vành ?ai 3, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",40,,Hoàn thi?n c? b?n,2,2,1,1.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88447043.htm
"???ng Lê ??c Th?, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",84,,,2,2,1,2.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88533225.htm
"???ng Hoàng Qu?c Vi?t, Ph??ng Ngh?a ?ô, Qu?n C?u Gi?y, Hà N?i",88,Nam,Hoàn thi?n c? b?n,2,2,1,3.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88533851.htm
"???ng ??i l? Th?ng Long, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",63,Tây Nam,,2,2,1,0.045,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88138971.htm
"???ng Kh??ng ?ình, Ph??ng H? ?ình, Qu?n Thanh Xuân, Hà N?i",30,,N?i th?t ??y ??,,1,1,0.67,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88535136.htm
"???ng Tr??ng ??nh, Ph??ng Th?nh Li?t, Qu?n Hoàng Mai, Hà N?i",93,Tây Nam,Hoàn thi?n c? b?n,3,2,1,2.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88538990.htm
129D ???ng Tr??ng ??nh,104,,Hoàn thi?n c? b?n,2,3,1,2.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88539211.htm
"???ng Lê Thanh Ngh?, Ph??ng Bách Khoa, Qu?n Hai Bà Tr?ng, Hà N?i",73,,N?i th?t cao c?p,Nhi?u h?n 6 phòng,nhi?u h?n 10 phòng,1,10,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88539371.htm
"16, ???ng Gi?i Phóng, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",66,Tây B?c,N?i th?t ??y ??,2,2,1,1.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/87955700.htm
"???ng Ph?m Ng?c Th?ch, Ph??ng Trung T?, Qu?n ??ng ?a, Hà N?i",80,,,2,3,1,2.15,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/88546995.htm
"S? 102-104, S? 102-104 ???ng Tr?n Phú, Ph??ng M? Lao, Qu?n Hà ?ông, Hà N?i",78,Tây,,2,2,1,1.95,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88547029.htm
"P801,S? nhà 5, ngách 225/7, ???ng Quan Hoa, Ph??ng Quan Hoa, Qu?n C?u Gi?y, Hà N?i",50,?ông B?c,,1,1,1,0.015,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88547410.htm
"S? 1, S? 1 ???ng Tr?n Th? ??, Ph??ng ??i Kim, Qu?n Hoàng Mai, Hà N?i",58,,,2,2,1,1.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88548983.htm
"???ng Qu?c l? 32, Xã Kim Chung, Huy?n Hoài ??c, Hà N?i",70,Tây B?c,N?i th?t ??y ??,2,2,1,1.073,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/88549103.htm
"s? 51, s? 51 ???ng Quan Nhân, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",105,Nam,Hoàn thi?n c? b?n,2,3,1,3.15,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88549445.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",45,?ông Nam,N?i th?t cao c?p,1,1,1,0.78,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/88549447.htm
"???ng Linh ???ng, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",55.56,?ông Nam,N?i th?t ??y ??,2,2,1,1.13,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88549876.htm
"44, ???ng T?ng B?t H?, Ph??ng Ph?m ?ình H?, Qu?n Hai Bà Tr?ng, Hà N?i",30,Tây Nam,N?i th?t ??y ??,2,1,1,4,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88550364.htm
"???ng Hoàng Qu?c Vi?t, Ph??ng Ngh?a ?ô, Qu?n C?u Gi?y, Hà N?i",77,,,1,2,1,2.98,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88518368.htm
"???ng Qu?c l? 5, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",75,,,2,3,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88551039.htm
"???ng Quan Nhân, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",50,,,1,2,1,0.85,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88551403.htm
"136, ???ng C?u Di?n, Ph??ng Phú Di?n, Qu?n B?c T? Liêm, Hà N?i",130,,,Nhi?u h?n 6 phòng,7,1,18,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/88551470.htm
"322, M? ?ình, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",100,,,Nhi?u h?n 6 phòng,nhi?u h?n 10 phòng,1,15,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88551472.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",36,?ông Nam,N?i th?t ??y ??,1,1,1,0.42,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/88150307.htm
"902, Nguy?n B?, Xã T? Hi?p, Huy?n Thanh Trì, Hà N?i",52,,N?i th?t ??y ??,1,2,1,1.15,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/88541242.htm
"Khu ?ô th? Nam Xa La, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",75,,,2,2,1,1.29,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88542612.htm
"???ng Ph?m Hùng, Ph??ng M? Trì, Qu?n Nam T? Liêm, Hà N?i",63,Tây B?c,,2,2,1,1.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88543767.htm
"422, ???ng Vân Canh, Xã Vân Canh, Huy?n Hoài ??c, Hà N?i",81,?ông Nam,N?i th?t ??y ??,2,2,1,1.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/88544600.htm
"S? 8 ???ng Lê ??c Th?, Ph??ng M? ?ình 2, qu?n Nam T? Liêm, Ha? Nô?i, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",94,?ông B?c,Hoàn thi?n c? b?n,2,2,1,4.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88552838.htm
"???ng Phúc L?i, Ph??ng Giang Biên, Qu?n Long Biên, Hà N?i",58,Tây B?c,,2,2,1,1.225,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88299905.htm
"S? 7 ??i L? Th?ng Long, Ph??ng M? Trì, Qu?n T? Liêm, Hà N?i., Ph??ng M? Trì, Qu?n Nam T? Liêm, Hà N?i",26,,N?i th?t ??y ??,1,1,1,1.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88553055.htm
"141, 141 ???ng Tr??ng ??nh, Ph??ng Tr??ng ??nh, Qu?n Hai Bà Tr?ng, Hà N?i",98,,,2,3,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88553325.htm
"???ng Nguy?n Xi?n, Ph??ng ??i Kim, Qu?n Hoàng Mai, Hà N?i",56,,N?i th?t ??y ??,2,2,1,1.14,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88553366.htm
"S? 7 ??i L? Th?ng Long, Ph??ng M? Trì, Qu?n T? Liêm, Hà N?i., Ph??ng M? Trì, Qu?n Nam T? Liêm, Hà N?i",52,,,1,2,1,1.95,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88553942.htm
"Ngõ 48, Ngõ 48 ???ng Ng?c H?i, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",75.6,Tây,Hoàn thi?n c? b?n,2,3,1,2.115,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88554014.htm
"S? 7 ??i L? Th?ng Long, Ph??ng M? Trì, Qu?n T? Liêm, Hà N?i., Ph??ng M? Trì, Qu?n Nam T? Liêm, Hà N?i",80,,N?i th?t cao c?p,2,3,1,3.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88554322.htm
"39, ???ng Lê V?n L??ng, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",112,B?c,,2,3,1,2.9,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88554461.htm
"176, ???ng ??nh Công, Ph??ng ??nh Công, Qu?n Hoàng Mai, Hà N?i",51,,N?i th?t cao c?p,1,1,1,1.583,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88555929.htm
"Ngõ 164, ???ng Khu?t Duy Ti?n, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",112,Tây B?c,N?i th?t ??y ??,2,3,1,2.9,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88556632.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",43,Tây B?c,,1,1,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88453031.htm
"S? 8 ???ng Lê ??c Th?, Ph??ng M? ?ình 2, qu?n Nam T? Liêm, Ha? Nô?i, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",104,,,2,3,1,5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88556917.htm
"S? 418, S? 418 ???ng Quang Trung, Ph??ng Quang Trung, Qu?n Hà ?ông, Hà N?i",58,?ông B?c,N?i th?t ??y ??,1,2,1,1.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88557160.htm
"???ng Th??ng ?ình, Ph??ng Th??ng ?ình, Qu?n Thanh Xuân, Hà N?i",25,,,1,1,1,0.54,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/87858392.htm
"???ng Lê Tr?ng T?n, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",100,,N?i th?t cao c?p,2,3,1,2.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88300667.htm
"???ng Ngô Gia T?, Ph??ng C?ng V?, Qu?n Ba ?ình, Hà N?i",82,,Hoàn thi?n c? b?n,2,2,1,4.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/87912923.htm
"159, ???ng Nhân Hòa, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",55,,,1,2,1,1.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88475220.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",85.5,,Hoàn thi?n c? b?n,2,2,1,2.195,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88558415.htm
"???ng Trích Sài, Ph??ng B??i, Qu?n Tây H?, Hà N?i",36,,,1,1,1,0.85,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/88564523.htm
"???ng Lê ??c Th?, Ph??ng M? ?ình 1, Qu?n Nam T? Liêm, Hà N?i",130,Tây B?c,N?i th?t ??y ??,2,3,1,2.99,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88564579.htm
"???ng Vân Hô? 3, Ph??ng Lê ??i Hành, Qu?n Hai Bà Tr?ng, Hà N?i",60,,N?i th?t ??y ??,2,2,1,1.59,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/88519959.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",62.62,?ông Nam,N?i th?t ??y ??,1,2,1,0.95,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/88565029.htm
"???ng 70, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",52.65,,,1,2,1,1.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88565052.htm
"CT-19B, CT-19B  ???ng Vi?t H?ng, Ph??ng Giang Biên, Qu?n Long Biên, Hà N?i",80,Tây B?c,Bàn giao thô,2,3,1,1.97,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/87851000.htm
"S? 79, S? 79 ???ng Ng?c H?i, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",75,,,2,2,1,2.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88566282.htm
"???ng Tô Hi?u, Ph??ng Nguy?n Trãi, Qu?n Hà ?ông, Hà N?i",141,,,,3,1,2.256,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88521047.htm
"???ng Tr?n Thái Tông, Ph??ng Yên Hoà, Qu?n C?u Gi?y, Hà N?i",80,,Hoàn thi?n c? b?n,2,2,1,3.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88522158.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",55,?ông Nam,,1,2,1,1.88,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88509115.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",55,?ông Nam,,1,2,1,1.88,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88509353.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",64,,N?i th?t ??y ??,2,2,1,3.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88511287.htm
"???ng Nguy?n V?n Huyên, Ph??ng Xuân La, Qu?n Tây H?, Hà N?i",87,,,2,2,1,3.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/88511400.htm
"???ng Linh ???ng, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",56,,N?i th?t ??y ??,2,2,1,1.13,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/88514937.htm
